ensemble_name,members,weights,oof_auc
weighted__catboost__eng_no_time=0.60__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.6000000000000001, 0.0, 0.3999999999999999]",0.7498625821697323
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.65__xgboost__eng_no_time_knn=0.00,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.65, 0.0]",0.7498513992655321
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.45__xgboost__eng_no_time_knn=0.20,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.45, 0.1999999999999999]",0.7497595335032318
weighted__catboost__eng_no_time=0.55__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.55, 0.05, 0.39999999999999997]",0.749704956472434
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.30,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.30000000000000004, 0.29999999999999993]",0.7496810921796391
weighted__catboost__eng_no_time=0.45__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.45, 0.2, 0.35000000000000003]",0.7496683612543701
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.40__xgboost__eng_no_time_knn=0.25,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.4, 0.2499999999999999]",0.7495282220030637
weighted__catboost__eng_no_time=0.50__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.5, 0.1, 0.4]",0.7494828711778353
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.60__xgboost__eng_no_time_knn=0.10,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.6000000000000001, 0.09999999999999987]",0.749395017886145
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.55__xgboost__eng_no_time_knn=0.15,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.55, 0.1499999999999999]",0.7493521686629636
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.65__xgboost__eng_no_time_knn=0.05,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.65, 0.04999999999999993]",0.7493503110376812
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.25, 0.35]",0.7493052945850038
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.35__xgboost__eng_no_time_knn=0.30,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.35000000000000003, 0.2999999999999999]",0.749231584013797
weighted__catboost__eng_no_time=0.45__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.45, 0.15000000000000002, 0.4]",0.7492152121429745
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.50__xgboost__eng_no_time_knn=0.20,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.5, 0.19999999999999996]",0.7492019734667951
weighted__catboost__eng_no_time=0.55__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.55, 0.0, 0.44999999999999996]",0.7491835210556562
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.70__xgboost__eng_no_time_knn=0.00,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.7000000000000001, 0.0]",0.7491777871856178
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.45__xgboost__eng_no_time_knn=0.25,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.45, 0.24999999999999994]",0.7490086565957369
weighted__catboost__eng_no_time=0.50__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.5, 0.05, 0.45]",0.748980420691444
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.30000000000000004, 0.34999999999999987]",0.7488850873619498
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.2, 0.39999999999999997]",0.7488796011752824
equal__catboost__eng_no_time__lightgbm__eng_no_time_knn__xgboost__eng_no_time_knn,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",0.748854758533172
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.40__xgboost__eng_no_time_knn=0.30,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.4, 0.29999999999999993]",0.748741331933427
weighted__catboost__eng_no_time=0.45__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.45, 0.1, 0.45000000000000007]",0.7487317465869696
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.65__xgboost__eng_no_time_knn=0.10,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.65, 0.09999999999999998]",0.7487299508825298
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.60__xgboost__eng_no_time_knn=0.15,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.6000000000000001, 0.1499999999999999]",0.7487205141460952
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.70__xgboost__eng_no_time_knn=0.05,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.7000000000000001, 0.04999999999999993]",0.7486469274165739
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.55__xgboost__eng_no_time_knn=0.20,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.55, 0.19999999999999996]",0.748610084515139
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.25, 0.3999999999999999]",0.7484917414004797
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.75__xgboost__eng_no_time_knn=0.00,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.75, 0.0]",0.7484459323610151
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.50__xgboost__eng_no_time_knn=0.25,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.5, 0.25]",0.7484383037131886
weighted__catboost__eng_no_time=0.50__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.5, 0.0, 0.5]",0.74843513336604
equal__catboost__eng_no_time__xgboost__eng_no_time_knn,"['catboost__eng_no_time', 'xgboost__eng_no_time_knn']","[0.5, 0.5]",0.74843513336604
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.15000000000000002, 0.44999999999999996]",0.7484198513020498
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.35__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.35000000000000003, 0.3499999999999999]",0.7484143279628768
weighted__catboost__eng_no_time=0.45__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.45, 0.05, 0.5]",0.7482127756197332
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.45__xgboost__eng_no_time_knn=0.30,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.45, 0.3]",0.7481955244729438
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.2, 0.4499999999999999]",0.7480602521998773
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.30000000000000004, 0.3999999999999999]",0.7480438679448863
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.65__xgboost__eng_no_time_knn=0.15,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.65, 0.15000000000000002]",0.7480230501575545
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.70__xgboost__eng_no_time_knn=0.10,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.7000000000000001, 0.09999999999999998]",0.7480127465293214
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.60__xgboost__eng_no_time_knn=0.20,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.6000000000000001, 0.19999999999999996]",0.7479580828093436
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.1, 0.5]",0.7479367077344272
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.40__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.4, 0.35]",0.7479032085585009
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.75__xgboost__eng_no_time_knn=0.05,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.75, 0.050000000000000044]",0.7478828366012367
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.55__xgboost__eng_no_time_knn=0.25,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.55, 0.25]",0.747805831841196
weighted__catboost__eng_no_time=0.45__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.55,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.45, 0.0, 0.55]",0.7476737670677837
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.80__xgboost__eng_no_time_knn=0.00,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.8, 0.0]",0.7476601444823792
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.25, 0.44999999999999996]",0.7476371842338884
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.50__xgboost__eng_no_time_knn=0.30,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.5, 0.30000000000000004]",0.7476033383012426
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.15000000000000002, 0.4999999999999999]",0.7475886135248371
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.35__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.35000000000000003, 0.39999999999999997]",0.7475619008732758
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.55,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.05, 0.5499999999999999]",0.7474105663336006
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.45__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.45, 0.35000000000000003]",0.7473412273738919
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.70__xgboost__eng_no_time_knn=0.15,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.7000000000000001, 0.1499999999999999]",0.7472842354302269
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.65__xgboost__eng_no_time_knn=0.20,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.65, 0.19999999999999996]",0.747244482249183
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.75__xgboost__eng_no_time_knn=0.10,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.75, 0.09999999999999998]",0.7472268471931685
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.20__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.2, 0.49999999999999994]",0.7472071811335117
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.30__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.30000000000000004, 0.44999999999999996]",0.747174462160204
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.60__xgboost__eng_no_time_knn=0.25,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.6000000000000001, 0.2499999999999999]",0.7471309318077524
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.10__xgboost__eng_no_time_knn=0.55,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.1, 0.5499999999999999]",0.7470879711270539
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.80__xgboost__eng_no_time_knn=0.05,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.8, 0.04999999999999993]",0.7470566391806238
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.40__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.4, 0.4]",0.7470198705842004
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.55__xgboost__eng_no_time_knn=0.30,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.55, 0.29999999999999993]",0.7469494418176591
weighted__catboost__eng_no_time=0.40__lightgbm__eng_no_time_knn=0.00__xgboost__eng_no_time_knn=0.60,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.4, 0.0, 0.6]",0.7468651303981739
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.85__xgboost__eng_no_time_knn=0.00,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.8500000000000001, 0.0]",0.7467931536105642
weighted__catboost__eng_no_time=0.25__lightgbm__eng_no_time_knn=0.25__xgboost__eng_no_time_knn=0.50,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.25, 0.25, 0.5]",0.7467680385167456
weighted__catboost__eng_no_time=0.30__lightgbm__eng_no_time_knn=0.15__xgboost__eng_no_time_knn=0.55,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.30000000000000004, 0.15000000000000002, 0.5499999999999999]",0.7467310346211197
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.50__xgboost__eng_no_time_knn=0.35,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.5, 0.35]",0.746726266716228
weighted__catboost__eng_no_time=0.20__lightgbm__eng_no_time_knn=0.35__xgboost__eng_no_time_knn=0.45,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.2, 0.35000000000000003, 0.45]",0.7466600114144881
weighted__catboost__eng_no_time=0.35__lightgbm__eng_no_time_knn=0.05__xgboost__eng_no_time_knn=0.60,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.35000000000000003, 0.05, 0.5999999999999999]",0.746577817687825
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.70__xgboost__eng_no_time_knn=0.20,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.7000000000000001, 0.19999999999999996]",0.7464819766074201
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.75__xgboost__eng_no_time_knn=0.15,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.75, 0.15000000000000002]",0.7464807629589023
weighted__catboost__eng_no_time=0.15__lightgbm__eng_no_time_knn=0.45__xgboost__eng_no_time_knn=0.40,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.15000000000000002, 0.45, 0.39999999999999997]",0.7464377527415298
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.65__xgboost__eng_no_time_knn=0.25,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.65, 0.25]",0.7463947672924945
weighted__catboost__eng_no_time=0.10__lightgbm__eng_no_time_knn=0.80__xgboost__eng_no_time_knn=0.10,"['catboost__eng_no_time', 'lightgbm__eng_no_time_knn', 'xgboost__eng_no_time_knn']","[0.1, 0.8, 0.09999999999999998]",0.7463840426025306
